new.sp,old.name
Gordonia fruticosa,Laplacea semiserrata
Leucadendron album,Leucadendron aurantiacum
Leucadendron rubrum,Leucadendron plumosum
Leucadendron loranthifolium,Leucadendron pseudospathulatum
Leucadendron linifolium,Leucadendron tortum
Leucadendron cinereum,Leucadendron truncatum
Leucadendron daphnoides,Leucadendron venosum
Leucospermum cuneiforme,Leucospermum attenuatum
Leucospermum cordifolium,Leucospermum nutans
Lewisia pygmaea,Lewisia glandulosa
Erocallis triphylla,Lewisia triphylla
Licaria excelsa,Licaria alata
Lilium bulbiferum,Lilium croceum
Lilium pensylvanicum,Lilium dauricum
Lilium pumilum,Lilium tenuifolium
Limnobium laevigatum,Limnobium stoloniferum
Hemiarrhena plantagina,Lindernia plantaginea
Torenia thouarsii,Lindernia thouarsii
Plagiocladus diandrus,Lingelsheimia longipedicellata
Lithocarpus robinsonii,Lithocarpus buddii
Notholithocarpus densiflorus,Lithocarpus densiflorus
Lithocarpus elegans,Lithocarpus grandifolius
Lithocarpus elegans,Lithocarpus spicatus
Neolitsea sericea,Litsea glauca
Actinodaphne glomerata,Litsea glomerata
Neolitsea umbrosa,Litsea umbrosa
Neolitsea zeylanica,Litsea zeylanica
Lunaria annua,Lunaria biennis
Virotia leptophylla,Macadamia leptophylla
Persea macrantha,Machilus macrantha
Macrozamia plurinervia,Macrozamia machinii
Macrozamia miquelii,Macrozamia macleayi
Magnolia biondii,Magnolia henanensis
Magnolia garrettii,Manglietia garrettii
Manilkara valenzuelana,Manilkara albescens
Manilkara subsericea,Manilkara bella
Manilkara subsericea,Manilkara floribunda
Manilkara zapota,Manilkara meridionalis
Manilkara obovata,Manilkara multinervis
Manilkara bidentata,Manilkara williamsii
Marantochloa monophylla,Marantochloa holostachya
Marsilea minuta,Marsilea polycarpa
Ibicella lutea,Martynia lutea
Proboscidea louisianica,Martynia proboscidea
Onoclea orientalis,Matteuccia orientalis
Melanophylla alnifolia,Melanophylla capuronii
Melanthium parviflorum,Melanthium hybridum
Azadirachta indica,Melia azadirachta
Melia azedarach,Melia dubia
Melia azedarach,Melia toosendan
Mimetes fimbriifolius,Mimetes hartogii
Mimusops balata,Mimusops commersonii
Manilkara bidentata,Mimusops globosa
Manilkara sansibarensis,Mimusops sansibarensis
Mimusops somalensis,Mimusops schliebenii
Misodendrum punctulatum,Misodendrum imbricatum
Cistanthe calycina,Montia calycina
Montia fontana,Montia lamprosperma
Claytonia perfoliata,Montia perfoliata
Musa textilis,Musa abaca
Persea vesticula,Mutisiopersea vesticula
Nectandra hihua,Nectandra albiflora
Nectandra salicifolia,Nectandra colorata
Nectandra salicina,Nectandra davidsoniana
Nectandra patens,Nectandra exaltata
Nectandra angustifolia,Nectandra falcifolia
Nectandra hihua,Nectandra glabrescens
Ocotea glaucosericea,Nectandra hypoglauca
Nectandra globosa,Nectandra pisi
Nectandra megapotamica,Nectandra saligna
Ocotea sinuata,Nectandra sinuata
Cinnamomum cassia,Neolitsea cassia
Pycnandra acuminata,Niemeyera acuminata
Pycnandra sessilifolia,Niemeyera sessilifolia
Caryodaphnopsis tonkinensis,Nothaphoebe pyriformis
Nuphar rubrodisca,Nymphaea hybrida
Nymphaea nouchali,Nymphaea stellata
Nymphoides indica,Nymphoides thunbergiana
Nyssa ogeche,Nyssa capitata
Phyllocosmus congolensis,Ochthocosmus congolensis
Phyllocosmus sessiliflorus,Ochthocosmus sessiliflorus
Ocotea cymbarum,Ocotea barcellensis
Rhodostemonodaphne kunthiana,Ocotea cooperi
Ocotea oblonga,Ocotea cuprea
Ocotea splendens,Ocotea globifera
Pleurothyrium palmanum,Ocotea palmana
Villarsia umbricola,Ornduffia umbricola
Stauntonia brunoniana,Parvatia brunoniana
Paulownia tomentosa,Paulownia imperialis
Pentaphylax euryoides,Pentaphylax malayana
Machilus bonii,Persea bonii
Machilus parabreviflora,Persea breviflora
Persea americana,Persea edulis
Persea americana,Persea floccosa
Persea americana,Persea gratissima
Machilus ichangensis,Persea ichangensis
Nectandra reticulata,Persea incana
Machilus kurzii,Persea kurzii
Machilus oreophila,Persea oreophila
Cinnamomum pachypodum,Persea pachypoda
Persea liebmannii,Persea podadenia
Persea palustris,Persea pubescens
Machilus zuihoensis,Persea zuihoensis
Cistanthe celosioides,Philippiamra pachyphylla
Ocotea amplifolia,Phoebe amplifolia
Persea excelsa,Phoebe excelsa
Ocotea helicterifolia,Phoebe helicterifolia
Cinnamomum neurophyllum,Phoebe neurophylla
Ocotea porphyria,Phoebe porphyria
Ocotea acuminatissima,Phoebe siltepecana
Mitrasacme palustris,Phyllangium palustre
Phyllonoma ruscifolia,Phyllonoma integerrima
Picramnia teapensis,Picramnia carpinterae
Calamistrum globuliferum,Pilularia globulifera
Pinus hartwegii,Pinus rudis
Pinus pseudostrobus,Pinus yecorensis
Planchonella duclitan,Planchonella nitida
Beccariella papyracea,Planchonella papyracea
Chrysophyllum subnudum,Planchonella subnuda
Pleuranthodendron lindenii,Pleuranthodendron mexicanum
Pleurothyrium parviflorum,Pleurothyrium densiflorum
Pomaderris ledifolia,Pomaderris helianthemifolia
Populus euphratica,Populus diversifolia
Portulaca pilosa,Portulaca mundula
Portulaca halimoides,Portulaca parvula
Portulaca oleracea,Portulaca retusa
Potameia thouarsiana,Potameia obovata
Groenlandia densa,Potamogeton densus
Potamogeton diversifolius,Potamogeton dimorphus
Potamogeton gramineus,Potamogeton filiformis
Stuckenia pectinata,Potamogeton helveticus
Stuckenia pectinata,Potamogeton pectinatus
Potamogeton lucens,Potamogeton zizii
Potamogeton compressus,Potamogeton zosteriformis
Pouteria hispida,Pouteria benoistii
Pouteria multiflora,Pouteria carabobensis
Planchonella costata,Pouteria costata
Pouteria psammophila,Pouteria crassinervia
Pouteria guianensis,Pouteria cuatrecasasii
Pouteria guianensis,Pouteria demerarae
Planchonella endlicheri,Pouteria endlicheri
Pouteria procera,Pouteria excelsa
Planchonella garberi,Pouteria garberi
Pouteria coriacea,Pouteria minutiflora
Pouteria dominigensis,Pouteria moaensis
Planchonella myrsinoides,Pouteria myrsinoides
Planchonella duclitan,Pouteria nitida
Pouteria guianensis,Pouteria obidensis
Pouteria ramiflora,Pouteria ovata
Chrysophyllum venezuelanense,Pouteria pentasperma
Pouteria rostrata,Pouteria purusiana
Pouteria hispida,Pouteria solimoesensis
Pouteria gardneriana,Pouteria suavis
Pouteria caimito,Pouteria temare
Planchonella thyrsoidea,Pouteria thyrsoidea
Pouteria hispida,Pouteria trichopoda
Sarcaulus vestitus,Pouteria vestita
Pradosia schomburgkiana,Pradosia inophylla
Xylosma domingensis,Priamosia domingensis
Protea magnifica,Protea barbigera
Protea nitida,Protea grandiflora
Protea eximia,Protea latifolia
Protea laurifolia,Protea marginata
Protea repens,Protea mellifera
Protea nana,Protea rosacea
Ptaeroxylon obliquum,Ptaeroxylon utile
Cyclocarya paliurus,Pterocarya paliurus
Quercus glauca,Quercus amamiana
Quercus incana,Quercus cinerea
Quercus lancifolia,Quercus corrugata
Quercus palmeri,Quercus dunnii
Quercus lusitanica,Quercus fruticosa
Quercus canbyi,Quercus graciliformis
Quercus pubescens,Quercus lacinifolia
Quercus petraea,Quercus mas
Quercus xalapensis,Quercus paxtalensis
Quercus robur,Quercus pedunculata
Quercus benthamii,Quercus rapurahuensis
Quercus acutifolia,Quercus sartorii
Quercus pubescens,Quercus virgiliana
Cryptocarya litoralis,Ravensara acuminata
Cryptocarya agathophylla,Ravensara aromatica
Cryptocarya septentrionalis,Ravensara gracilis
Frangula betulifolia,Rhamnus betulifolia
Frangula capreifolia,Rhamnus capreifolia
Frangula sphaerosperma,Rhamnus citrifolia
Rhamnus alaternus,Rhamnus myrtifolia
Frangula rubra,Rhamnus rubra
Rhizophora harrisonii,Rhizophora brevistyla
Ribes uva-crispa,Ribes grossularia
Ribes aureum,Ribes odoratum
Ribes viscosum,Ribes peruvianum
Ruagea insignis,Ruagea surutuensis
Salix triandra,Salix alopecuroides
Salix bicolor,Salix cantabrica
Salix myrsinifolia,Salix coriacea
Salix purpurea,Salix dichroa
Salix pentandra,Salix ehrhartiana
Salix psilostigma,Salix eriophylla
Salix taxifolia,Salix exilifolia
Salix gordejevii,Salix flavida
Salix gmelinii,Salix fruticosa
Salix lanata,Salix glandulifera
Salix myricoides,Salix glaucophylloides
Salix gmelinii,Salix holosericea
Salix pierotii,Salix jessoensis
Salix pierotii,Salix koreensis
Salix aurita,Salix livescens
Salix prolixa,Salix mackenzieana
Salix lapponum,Salix marrubiifolia
Salix gmelinii,Salix mollissima
Salix integra,Salix multinervis
Salix myrtilloides,Salix myrtoides
Salix myrsinifolia,Salix nigricans
Salix udensis,Salix opaca
Salix caprea,Salix reichardtii
Salix eriocephala,Salix rigida
Salix gmelinii,Salix sericans
Salix myrsinifolia,Salix sordida
Salix appendiculata,Salix stipularis
Salix babylonica,Salix subfragilis
Salix petiolaris,Salix subsericea
Salix myrsinifolia,Salix vaudensis
Salix purpurea,Salix wimmeriana
Salvinia adnata,Salvinia molesta
Sadymia villosa,Samyda villosa
Sandoricum koetjape,Sandoricum indicum
Schisandra repanda,Schisandra nigra
Sideroxylon acunae,Sideroxylon angustum
Planchonella australis,Sideroxylon australe
Handeliodendron bodinieri,Sideroxylon bodinieri
Sideroxylon foetidissimum,Sideroxylon mastichodendron
Simarouba amara,Simarouba opaca
Symplocos lucida,Symplocos theifolia
Casearia williamsiana,Synandrina riparia
Kubitzkia mezii,Systemonodaphne mezii
Magnolia amazonica,Talauma amazonica
Magnolia gloriensis,Talauma gloriensis
Talisia macrophylla,Talisia allenii
Nothotalisia peruviana,Talisia peruviana
Adinandra acuminata,Ternstroemia coriacea
Taonabo japonica,Ternstroemia japonica
Ternstroemia lineata,Ternstroemia pringlei
Tofieldia calyculata,Tofieldia racemosa
Toona ciliata,Toona hexandra
Heynea trijuga,Trichilia connaroides
Trichilia martiana,Trichilia cuneata
Trichilia glabra,Trichilia emarginata
Tulipa biflora,Tulipa binutans
Tulipa hungarica,Tulipa urumoffii
Ulmus minor,Ulmus carpinifolia
Ulmus laevis,Ulmus effusa
Ulmus laevis,Ulmus pedunculata
Utricularia breviscapa,Utricularia inflata
Veratrum californicum,Veratrum tenuipetalum
Melanthium woodii,Veratrum woodii
Viburnum fordiae,Viburnum hirtulum
Viburnum betulifolium,Viburnum lobophyllum
Viburnum glomeratum,Viburnum veitchii
Liparophyllum capitatum,Villarsia capitata
Liparophyllum congestiflorum,Villarsia congestiflora
Ornduffia marchantii,Villarsia marchantii
Ornduffia reniformis,Villarsia reniformis
Virola elongata,Virola cuspidata
Virola koschnyi,Virola merendonis
Pseudoclausena chrysogyne,Walsura chrysogyne
Xylosma benthamii,Xylosma armata
Croton congestus,Xylosma congesta
Croton congestus,Xylosma japonica
Zamia pumila,Zamia integrifolia
Zamia prasina,Zamia polymorpha
Zelkova serrata,Zelkova keaki
Stenanthium densum,Zigadenus densus
Anticlea elegans,Zigadenus elegans
Stenanthium densum,Zigadenus leimanthoides
Abies alba,Abies pardei
Cunninghamia lanceolata,Larix chinensis
Larix gmelinii,Larix dahurica
Larix griffithii,Larix griffithiana
Larix kaempferi,Larix leptolepis
Larix sibirica,Larix sukaczewii
Platycladus orientalis,Thuja orientalis
Picea glauca,Pinus alba
Fitzroya cupressoides,Pinus cupressoides
Larix griffithii,Pinus griffithii
Pinus fenzeliana,Pinus kwangtungensis
Picea mariana,Pinus mariana
Pinus cembra,Pinus montana
Pinus uncinata,Pinus rotundata
Pinus hartwegii,Pinus rudis
Pinus thunbergii,Pinus thunbergiana
Pinus ponderosa,Pinus washoensis
Pinus pseudostrobus,Pinus yecorensis
Hygrophila costata,Hygrophila lacustris
Hygrophila auriculata,Hygrophila schulli
Acmispon parviflorus,Lotus micranthus
Razafimandimbisonia minor,Alberta minor
Alnus alnobetula,Alnus viridis
Alnus alnobetula,Alnus viridis
Alnus alnobetula,Alnus viridis
Kunzea salina,Angasomyrtus salina
Polyscias biformis,Arthrophyllum diversifolium
Thiollierea artensis,Bikkia artensis
Bullockia fadenii,Canthium fadenii
Volkameria glabra,Clerodendrum glabrum
Volkameria heterophylla,Clerodendrum heterophyllum
Polyscias aculeata,Cuphocarpus aculeatus
Eriospermum abyssinicum,Eriospermum flagelliforme
Eucalyptus obliqua,Eucalyptus decaisneana
Eulophia horsfallii,Eulophia rosea
Gaertnera edentata,Gaertnera petrinensis
Polyscias maraisiana,Gastonia elegans
Junellia origenes,Glandularia origenes
Mulguraea asparagoides,Junellia asparagoides
Mulguraea hystrix,Junellia hystrix
Cordylostigma longifolium,Kohautia longifolia
Xerochlamys bojeriana,Leptolaena bojeriana
Triglochin scilloides,Lilaea scilloides
Notholithocarpus densiflorus,Lithocarpus densiflorus
Saribus rotundifolius,Livistona rotundifolia
Morinda chrysorhiza,Morinda geminata
Ixora nitens,Myonima nitens
Ixora parviflora,Myonima violacea
Ixora parviflora,Myonima violacea
Flueggea virosa,Phyllanthus glaucus
Platanthera dilatata,Piperia dilatata
Plectranthus goetzei,Plectranthus salubenii
Plectranthus lasianthus,Plectranthus tetensis
Palicourea faxlucens,Psychotria faxlucens
Psychotria cyanococca,Psychotria pittieri
Quercus auricoma,Quercus hui
Smilax canellifolia,Smilax cumanensis
Stachytarpheta indica,Stachytarpheta angustifolia
Tabernaemontana donnell-smithii,Stemmadenia donnell-smithii
Empogona acidophylla,Tricalysia acidophylla
Empogona lanceolata,Tricalysia lanceolata
Empogona ovalifolia,Tricalysia ovalifolia
Empogona ovalifolia,Tricalysia ovalifolia
Cycnogeton procerum,Triglochin procera
Dolichandra unguis-cati,Macfadyena unguis-cati
Paederia foetida,Paederia scandens
Rubus cochinchinensis,Rubus fruticosus
Clematis commutata,Clematis iringaensis
Clematis brachiata,Clematis oweniae
Clematis occidentalis,Clematis verticillaris
Davilla kunthii,Davilla aspera
Gonocaryum lobbianum,Gonocaryum maclurei
Medusanthera laxiflora,Medusanthera papuana
Gomphandra australiana,Stemonurus australianus
Gomphandra javanica,Stemonurus javanicus
Elachyptera parvifolia,Hippocratea parvifolia
Salacia elliptica,Salacia oblongifolia
Cnestis palala,Cnestis platantha
Connarus semidecandrus,Connarus griffithii
Taeniochlaena acutipetala,Rourea acutipetala
Bridelia stipularis,Bridelia scandens
Fissistigma manubriatum,Melodorum manubriatum
Monanthotaxis buchananii,Popowia buchananii
Sphaerocoryne gracilis,Popowia gracilis
Marcgravia oblongifolia,Marcgravia macrocarpa
Toxicodendron orientale,Rhus ambigua
Landolphia incerta,Aphanostylis mannii
Forsteronia acouci,Forsteronia viridescens
Pembertonia latisquamea,Brachyscome latisquamea
Distephanus anisochaetoides,Vernonia anisochaetoides
Distephanus angulifolius,Vernonia angulifolia
Distephanus divaricatus,Vernonia aurantiaca
Cyanthillium wollastonii,Vernonia wollastonii
Tecoma capensis,Tecomaria capensis
Capparis fascicularis,Capparis rudatisii
Stixis suaveolens,Roydsia suaveolens
Loeseneriella africana,Hippocratea africana
Loeseneriella apocynoides,Hippocratea apocynoides
Reissantia indica,Hippocratea indica
Apodostigma pallens,Hippocratea pallens
Agelaea pentagyna,Agelaea heterophylla
Agelaea pentagyna,Agelaea ugandensis
Rourea coccinea,Byrsocarpus coccineus
Rourea minor,Santaloides afzelii
Echinopepon racemosus,Echinopepon horridus
Dichapetalum deflexum,Dichapetalum mendoncae
Dichapetalum heudelotii,Dichapetalum whitei
Dichapetalum bangii,Dichapetalum thonneri
Tannodia tenuifolia,Neoholstia tenuifolia
Bauhinia anamesa,Bauhinia punctata
Caesalpinia globulorum,Caesalpinia major
Gouania tiliifolia,Gouania scandens
Rosa luciae,Rosa wichuraiana
Rubus apetalus,Rubus exsuccus
Rubus canescens,Rubus australis
Parthenocissus quinquefolia,Ampelopsis quinquefolia
Cayratia corniculata,Cayratia yoshimurai
Cissus fuliginea,Cissus pseudosicyoides
Cissus alata,Cissus rhombifolia
Cayratia pedata,Cissus pedata
Cyphostemma hypoleucum,Cissus hypoleuca
Clematicissus opaca,Cissus opaca
Cissus adnata,Cissus simplex
Cissus javana,Cissus sicyoides
Parthenocissus inserta,Parthenocissus vitacea
Cayratia trifolia,Vitis trifolia
Cissus palmata,Vitis palmata
Vitis vulpina,Vitis riparia
Vitis tiliifolia,Vitis arachnoidea
Ampelopsis rubifolia,Vitis rubifolia
Monanthotaxis schweinfurthii,Enneastemon schweinfurthii
Monanthotaxis caffra,Popowia caffra
Monanthotaxis trichocarpa,Popowia trichocarpa
Monanthotaxis chasei,Popowia chasei
Albertisia delagoensis,Epinetrum delagoense
Asparagus rubicundus,Asparagus thunbergianus
Smilax purhampuy,Smilax panamensis
Ancistrocladus tectorius,Ancistrocladus extensus
Ancistrocladus tectorius,Ancistrocladus pinangianus
Ancistrocladus tectorius,Ancistrocladus stelligerus
Salacia cordata,Salacia megistophylla
Salacia miqueliana,Salacia macrophylla
Leptadenia lancifolia,Cynanchum lancifolium
Vincetoxicum hirundinaria,Cynanchum vincetoxicum
Neorautanenia amboensis,Neorautanenia brachypus
Mendoncia bivalvis,Mendoncia hirsuta
Pergularia viridiflora,Marsdenia viridiflora
Vincetoxicum barbatum,Tylophora barbata
Fridericia patellifera,Arrabidaea patellifera
Fridericia schumanniana,Arrabidaea verrucosa
Fridericia prancei,Arrabidaea prancei
Bignonia corymbosa,Phryganocydia corymbosa
Amphilophium crucigerum,Pithecoctenium crucigerum
Amphilophium cynanchoides,Pithecoctenium cynanchoides
Lonicera rupicola,Lonicera thibetica
Convolvulus hermanniae,Convolvulus incanus
Ipomoea repens,Convolvulus repens
Cuscuta campestris,Cuscuta arvensis
Cuscuta epithymum,Cuscuta trifolii
Ipomoea marginata,Ipomoea sepiaria
Ipomoea arachnosperma,Ipomoea pilosa
Ipomoea bonariensis,Ipomoea heterotricha
Ipomoea biflora,Ipomoea plebeia
Merremia cissoides,Ipomoea cissoides
Ipomoea lobata,Mina lobata
Operculina hamiltonii,Operculina alata
Merremia tridentata,Xenostegia tridentata
Bryonia alba,Bryonia dioica
Citrullus lanatus,Citrullus vulgaris
Mukia maderaspatana,Coccinia cordifolia
Cucumis melo,Cucumis callosus
Cucurbita argyrosperma,Cucurbita palmeri
Marah fabacea,Echinocystis fabacea
Marah oreganus,Echinocystis oregana
Lagenaria siceraria,Lagenaria leucantha
Luffa cylindrica,Luffa aegyptiaca
Ibervillea sonorae,Maximowiczia sonorae
Solena amplexicaulis,Melothria heterophylla
Mukia maderaspatana,Melothria maderaspatana
Gurania bignoniacea,Psiguria bignoniacea
Tragia durbanensis,Tragia glabrata
Nesphostylis junodii,Dolichos junodii
Machaerium salvadorense,Machaerium riparium
Boerhavia helenae,Commicarpus helenae
Persicaria sagittata,Polygonum sagittatum
Fallopia scandens,Polygonum scandens
Maurandya antirrhiniflora,Maurandella antirrhiniflora
Selago swynnertonii,Walafrida swynnertonii
Cyphostemma cyphopetalum,Cyphostemma kaessneri
Aristolochia littoralis,Aristolochia elegans
Aristolochia tonduzii,Aristolochia chapmaniana
Epipremnum pinnatum,Monstera dilacerata
Philodendron hederaceum,Philodendron scandens
Dioscorea communis,Tamus communis
Asystasia crispata,Asystasia coromandeliana
Tassadia obovata,Cynanchum recurvum
Funastrum utahense,Cynanchum utahense
Pedersenia hassleriana,Iresine hassleriana
Toxicodendron radicans,Rhus radicans
Pinochia peninsularis,Forsteronia peninsularis
Odontadenia killipii,Odontadenia affinis
Willughbeia coriacea,Willughbeia firma
Pergularia rostrata,Marsdenia rostrata
Fridericia chica,Arrabidaea chica
Fridericia florida,Arrabidaea florida
Fridericia candicans,Arrabidaea candicans
Dolichandra unguis-cati,Bignonia unguis-cati
Tanaecium tetragonolobum,Ceratophytum tetragonolobum
